protocol_id,experiment,trace_id,implementation,width,regime,output_obligation,phase,operation_class,evidence_class,support_status,operations,cycles,nand_evaluations,nand_output_transitions,state_bit_transitions,input_bit_transitions,initial_nand_transitions,rejections,encodes,reconstructs,refreshes,final_value,feature,notes
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,VFU-BINEXP-S4,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_OPERATION_ONLY,S4_GENERATED_STATE_PERSISTENT_DFF_NOT_CHARGED,32,32,60384,5859,32,63,1187,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,Shared VFU graph measured as an operation-only control; the integrated comparison uses VFU-BINEXP-S4-WARM.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2666,32,31,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,3441,64,31,744,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EGRESS,REQUIRES_FACTOR_DISCOVERY,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,1,1,175,-1,0,-1,-1,0,1,0,0,,warm legal catalog scaling/cancellation,The binary result is converted to the exact requested S4 structural contract; support is known exact for this generated trace. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2666,32,31,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,3441,64,31,744,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EGRESS,CROSS_REPRESENTATION,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,1,1,1021,-1,0,-1,-1,0,0,1,0,,warm legal catalog scaling/cancellation,Exact structural state is reconstructed through the implemented NAND adapter. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2666,32,31,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,3441,64,31,744,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-0,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EGRESS,CROSS_REPRESENTATION,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,32,32,32672,-1,0,-1,-1,0,0,32,0,,warm legal catalog scaling/cancellation,Exact structural state is reconstructed through the implemented NAND adapter. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,VFU-BINEXP-S4,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_OPERATION_ONLY,S4_GENERATED_STATE_PERSISTENT_DFF_NOT_CHARGED,32,32,60384,5673,32,63,1185,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,Shared VFU graph measured as an operation-only control; the integrated comparison uses VFU-BINEXP-S4-WARM.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2449,32,32,358,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,3937,32,32,726,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EGRESS,REQUIRES_FACTOR_DISCOVERY,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,1,1,175,-1,0,-1,-1,0,1,0,0,,warm legal catalog scaling/cancellation,The binary result is converted to the exact requested S4 structural contract; support is known exact for this generated trace. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2449,32,32,358,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,3937,32,32,726,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EGRESS,CROSS_REPRESENTATION,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,1,1,1021,-1,0,-1,-1,0,0,1,0,,warm legal catalog scaling/cancellation,Exact structural state is reconstructed through the implemented NAND adapter. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2449,32,32,358,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,3937,32,32,726,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-1,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EGRESS,CROSS_REPRESENTATION,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,32,32,32672,-1,0,-1,-1,0,0,32,0,,warm legal catalog scaling/cancellation,Exact structural state is reconstructed through the implemented NAND adapter. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,VFU-BINEXP-S4,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_OPERATION_ONLY,S4_GENERATED_STATE_PERSISTENT_DFF_NOT_CHARGED,32,32,60384,7085,32,109,1187,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,Shared VFU graph measured as an operation-only control; the integrated comparison uses VFU-BINEXP-S4-WARM.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2422,32,46,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,5373,48,46,744,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EGRESS,REQUIRES_FACTOR_DISCOVERY,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,1,1,175,-1,0,-1,-1,0,1,0,0,,warm legal catalog scaling/cancellation,The binary result is converted to the exact requested S4 structural contract; support is known exact for this generated trace. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2422,32,46,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,5373,48,46,744,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EGRESS,CROSS_REPRESENTATION,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,1,1,1021,-1,0,-1,-1,0,0,1,0,,warm legal catalog scaling/cancellation,Exact structural state is reconstructed through the implemented NAND adapter. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2422,32,46,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,5373,48,46,744,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-2,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EGRESS,CROSS_REPRESENTATION,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,32,32,32672,-1,0,-1,-1,0,0,32,0,,warm legal catalog scaling/cancellation,Exact structural state is reconstructed through the implemented NAND adapter. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,VFU-BINEXP-S4,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_OPERATION_ONLY,S4_GENERATED_STATE_PERSISTENT_DFF_NOT_CHARGED,32,32,60384,5890,32,93,1188,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,Shared VFU graph measured as an operation-only control; the integrated comparison uses VFU-BINEXP-S4-WARM.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2369,32,47,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,6378,48,47,730,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EGRESS,REQUIRES_FACTOR_DISCOVERY,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,1,1,175,-1,0,-1,-1,0,1,0,0,,warm legal catalog scaling/cancellation,The binary result is converted to the exact requested S4 structural contract; support is known exact for this generated trace. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2369,32,47,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,6378,48,47,730,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_FINAL,EGRESS,CROSS_REPRESENTATION,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,1,1,1021,-1,0,-1,-1,0,0,1,0,,warm legal catalog scaling/cancellation,Exact structural state is reconstructed through the implemented NAND adapter. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2369,32,47,359,0,0,0,0,"[0,0,0,0];sat=[false,false,false,false]",warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,BIN-SCALE-CANCEL-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EXECUTE,BINARY_MAGNITUDE_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_BINARY,32,32,35424,6378,48,47,730,0,0,0,0,1,warm legal catalog scaling/cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
PAH-BUILD002-CONF0001,B,B-W4-LEGAL-3,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,MAGNITUDE_EVERY_OP,EGRESS,CROSS_REPRESENTATION,STRUCTURAL_DECLARED_ADAPTER,IMPLEMENTED_EXACT_ADAPTER,32,32,32672,-1,0,-1,-1,0,0,32,0,,warm legal catalog scaling/cancellation,Exact structural state is reconstructed through the implemented NAND adapter. Settled transitions are not aggregated; -1 denotes NOT_MEASURED.
PAH-BUILD002-CONF0001,B,B-W4-REJECT-0,VFU-BINEXP-S4,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_OPERATION_ONLY,S4_GENERATED_STATE_PERSISTENT_DFF_NOT_CHARGED,32,32,60384,5720,31,63,1183,1,0,0,0,"[1,0,0,0];sat=[false,false,false,false]",atomic illegal cancellation,Shared VFU graph measured as an operation-only control; the integrated comparison uses VFU-BINEXP-S4-WARM.
PAH-BUILD002-CONF0001,B,B-W4-REJECT-0,VFU-BINEXP-S4-WARM,4,WARM_GENERATED,STRUCTURAL_FINAL,EXECUTE,REPRESENTATION_LOCAL,STRUCTURAL_DECLARED_INTEGRATED_EXHAUSTIVE,FULL_EXACT_S4_GENERATED,32,32,18048,2620,31,32,357,1,0,0,0,"[1,0,0,0];sat=[false,false,false,false]",atomic illegal cancellation,"Persistent DFFs and atomic hold are charged; required output conversion, if any, is a separate phase row."
